num_task,cpu-allocated,memory-allocated,resolution,time-elapsed,task-clock(ms),context-switches,cpu-migrations,page-faults,avg-fps,avg-q,avg-bitrate(kbits/s),avg-process-CPU(%),avg-process-Memory(MB),avg-system-CPU(%),avg-system-Memory(%),frame_generated
22,15,16763293696,1080,154.29,110091.16,153915.50,3816.64,52135.14,19.32,23.43,0.00,71.95,731.39,97.46,95.53,3245.574136283518
22,15,16763293696,1080,156.10,112738.46,155194.32,3806.05,53356.27,19.67,23.57,0.00,72.66,733.86,97.82,95.30,3304.579887729736
22,15,16763293696,1080,155.79,111801.15,154715.41,3870.32,52247.68,18.61,23.60,0.00,72.36,731.87,97.76,95.42,3205.9603289446372
22,15,16763293696,1080,153.09,110346.97,154003.18,3819.50,53602.45,19.73,23.58,0.00,71.95,732.45,97.85,95.49,3267.9411860506557
22,15,16763293696,1080,154.15,110911.56,153345.91,3951.32,53905.86,20.07,23.47,0.00,72.05,726.31,98.03,95.86,3306.355303667969
23,15,16763293696,1080,148.48,105985.16,148671.61,3709.00,54643.00,18.52,23.08,0.00,70.75,722.47,96.44,94.96,3117.0506728132277
23,15,16763293696,1080,150.16,107545.63,147998.00,3781.00,56130.04,17.40,23.28,0.00,71.28,727.30,96.25,94.97,3046.485521412222
23,15,16763293696,1080,149.22,105439.87,149012.30,3758.39,54720.83,16.87,23.10,0.00,72.55,724.96,95.62,95.05,2998.9819727635627
23,15,16763293696,1080,147.73,105557.56,148700.83,3906.17,57037.09,16.80,23.12,0.00,70.97,721.57,96.66,94.74,2982.0740142448617
23,15,16763293696,1080,149.69,107376.30,148965.48,3818.13,54809.87,17.98,23.11,0.00,71.62,719.54,96.74,95.21,3083.106060802915
24,15,16763293696,1080,148.29,104448.56,144300.50,3651.08,56898.29,15.10,22.95,0.00,71.53,716.33,94.07,94.11,2829.5304097428702
24,15,16763293696,1080,146.03,104124.50,143558.83,3671.29,58079.71,16.02,22.88,0.00,71.09,717.08,95.04,94.40,2887.2931706284585
24,15,16763293696,1080,144.81,103109.33,143617.71,3582.67,56534.88,15.78,22.74,0.00,70.83,722.67,95.11,94.62,2852.9957680338507
24,15,16763293696,1080,143.82,102692.97,142952.42,3575.58,57682.33,16.65,22.47,0.00,70.31,713.16,95.69,94.46,2913.0616613742
24,15,16763293696,1080,143.26,101518.38,142137.75,3710.17,57222.08,15.94,22.77,0.00,70.65,716.63,94.80,94.57,2851.0500523514493
43,5,4101230592,480,1504.93,110320.97,513085.44,37391.12,441206.44,0.33,21.44,0.00,15.99,116.48,87.50,92.92,1316.61492876999
43,5,4101230592,480,1015.45,79142.85,296633.30,19899.95,238844.70,0.66,22.64,0.00,19.87,118.93,87.90,95.99,1534.1137789770721
43,5,4101230592,480,4726.47,268366.50,1638923.12,197589.86,1446150.09,0.30,22.34,0.00,24.38,116.87,86.47,96.73,2148.731918557219
43,5,4101230592,480,4649.49,200382.61,1365800.91,151935.19,1183589.07,0.28,22.07,0.00,20.09,117.39,83.25,95.23,1980.4525449959335
43,5,4101230592,480,4227.02,237440.54,1535004.95,170238.56,1396258.12,0.59,22.46,0.00,16.28,116.88,87.72,96.08,2431.329980983226
44,5,4101230592,480,2220.78,131622.74,821402.36,99867.18,692563.00,0.25,22.63,0.00,22.37,119.44,84.73,94.84,1283.1276684214224
44,5,4101230592,480,2800.68,142041.17,1034802.50,149677.52,940004.68,0.13,22.21,0.00,22.62,116.88,87.08,95.08,1035.707314903679
44,5,4101230592,480,910.97,64504.27,295952.30,32111.20,261641.93,0.49,22.74,0.00,16.14,119.23,88.38,96.20,1248.917726167729
44,5,4101230592,480,1228.67,78409.94,438891.43,50004.11,407104.57,0.23,22.21,0.00,22.06,116.51,84.28,93.70,971.6643477195397
44,5,4101230592,480,1249.94,77977.93,447628.41,52234.95,416076.86,0.33,22.45,0.00,18.53,117.11,87.84,95.57,1172.3581638694966
45,5,4101230592,480,1093.16,64595.37,386439.73,58079.76,399435.36,0.55,22.63,0.00,16.24,118.51,84.06,95.61,1419.1189884070961
45,5,4101230592,480,2083.09,121326.46,848233.84,106319.93,860190.18,0.37,22.11,0.00,20.22,118.15,86.91,94.98,1610.091710701049
45,5,4101230592,480,1064.46,65765.59,383711.64,52636.27,407504.18,0.44,21.99,0.00,16.05,117.14,84.74,95.91,1275.5605544251052
45,5,4101230592,480,668.92,51390.96,220076.49,20768.89,197498.22,0.49,21.95,0.00,15.98,117.94,88.62,95.35,1060.327474317498
32,5,4101230592,480,2276.82,81187.22,498904.41,40717.31,473438.19,0.49,23.12,0.00,22.30,120.63,93.30,95.87,1913.9465633078519
32,5,4101230592,480,15258.47,392125.99,3065811.47,565092.09,3024488.09,1.87,23.33,0.00,20.83,120.14,95.56,96.59,3177.3452620261146
32,5,4101230592,480,2855.44,175037.61,956331.53,115970.03,849493.44,1.52,23.05,0.00,18.67,120.46,94.37,95.80,3170.2218247083365
34,5,4101230592,480,7751.95,335777.85,2805483.44,433434.24,2661497.18,0.81,22.94,0.00,22.14,120.15,94.82,96.16,3027.0626560239757
34,5,4101230592,480,2649.25,156225.76,899079.74,122892.74,798113.74,0.94,22.53,0.00,18.93,120.04,94.61,95.73,2946.754220975556
16,5,4101230592,480,127.35,39491.83,40566.56,2535.75,25462.00,27.25,23.83,0.00,31.07,158.14,98.43,63.01,3492.582694796392
16,5,4101230592,480,129.66,40262.55,40604.94,2473.00,17833.81,27.03,23.88,0.00,31.14,160.00,98.43,63.97,3514.243731444353
16,5,4101230592,480,127.48,39401.22,40543.56,2429.00,16850.62,27.61,23.86,0.00,31.00,159.11,98.32,63.65,3518.882988526498
18,5,4101230592,480,143.20,39531.84,40312.61,2522.78,20639.72,24.58,23.93,0.00,27.67,159.36,98.67,70.08,3524.035576801896
18,5,4101230592,480,145.25,40109.33,40319.28,2520.72,22515.50,23.99,23.92,0.00,27.67,159.54,98.63,70.13,3502.3135242392077
18,5,4101230592,480,142.57,39341.90,40217.78,2492.00,20033.67,24.23,23.88,0.00,27.67,158.85,98.61,69.89,3485.2654173389146
20,5,4101230592,480,159.86,39367.41,40447.95,2438.10,19940.15,21.63,23.91,0.00,24.68,158.09,98.84,76.12,3494.236260760933
20,5,4101230592,480,158.79,39589.71,40492.30,2490.70,23211.35,21.83,23.88,0.00,24.98,159.09,98.84,76.03,3495.0067227415507
20,5,4101230592,480,159.14,39692.96,39959.45,2433.15,18356.85,21.81,23.90,0.00,25.00,159.42,98.84,76.33,3489.973828693209
22,5,4101230592,480,174.43,39621.09,40378.18,2446.82,20738.23,19.86,23.90,0.00,22.72,155.38,99.02,82.26,3498.6312505969286
22,5,4101230592,480,179.17,40651.47,40703.14,2476.18,21898.86,19.40,23.91,0.00,22.72,159.96,98.99,82.77,3495.8955719184523
22,5,4101230592,480,176.98,40110.77,40394.73,2464.64,22148.55,19.79,23.88,0.00,22.68,154.77,99.01,82.47,3520.3930733184575
12,5,4101230592,720,137.33,57435.86,41124.58,2509.83,25074.25,24.72,24.05,0.00,41.84,221.60,98.31,69.64,3454.721875083454
12,5,4101230592,720,138.59,57155.09,41010.17,2506.58,20221.50,24.31,24.07,0.00,42.05,222.85,98.36,69.74,3435.5701766533366
12,5,4101230592,720,137.75,57707.56,40982.92,2527.92,21075.92,24.61,24.06,0.00,41.96,221.56,98.34,69.59,3461.056885670853
12,5,4101230592,720,137.25,57624.01,41177.67,2525.50,22177.83,24.39,24.05,0.00,42.03,221.38,98.27,69.46,3442.2021815728754
12,5,4101230592,720,138.08,57904.20,41188.75,2568.17,18951.08,25.40,24.07,0.00,42.01,222.55,98.38,69.85,3530.5658274281063
14,5,4101230592,720,159.25,57449.94,40803.57,2631.50,19700.79,20.85,24.08,0.00,36.08,221.44,98.68,78.61,3426.0921489465095
14,5,4101230592,720,162.00,57266.13,40712.07,2615.50,22423.93,20.65,24.06,0.00,35.91,222.85,98.66,79.35,3440.078785219831
14,5,4101230592,720,160.44,57986.17,41204.57,2630.71,23485.29,21.91,24.07,0.00,36.17,223.20,98.69,78.77,3525.964765672628
14,5,4101230592,720,158.90,57544.62,40939.86,2619.50,20146.71,21.48,24.06,0.00,36.18,221.95,98.64,78.59,3470.122644460302
14,5,4101230592,720,158.34,56591.17,40683.21,2604.71,17377.71,21.47,24.04,0.00,35.92,221.32,98.63,78.77,3469.5574085822086
16,5,4101230592,720,180.98,57432.38,41882.50,2723.62,22695.69,18.42,24.10,0.00,31.73,203.35,98.89,87.56,3440.411820542405
16,5,4101230592,720,184.23,57977.31,41616.81,2693.75,24925.94,18.64,24.05,0.00,31.51,212.56,98.90,87.62,3485.6339723330316
16,5,4101230592,720,186.50,59197.48,44875.31,2757.69,26038.56,18.42,24.07,0.00,31.80,213.08,98.97,87.43,3477.728765702293
16,5,4101230592,720,186.82,59428.80,44821.69,2774.25,26076.19,18.19,24.09,0.00,31.83,213.17,98.96,87.47,3455.5991871362235
16,5,4101230592,720,185.43,57807.52,44677.44,2769.25,25176.31,18.23,24.09,0.00,31.61,208.76,98.97,87.55,3461.6805399993314
18,5,4101230592,720,201.90,56873.82,44454.22,2737.22,25971.72,16.48,24.05,0.00,28.20,190.17,99.11,95.83,3419.9108184534484
18,5,4101230592,720,204.07,57368.68,44541.39,2770.61,24552.72,16.36,24.07,0.00,28.11,190.33,99.10,96.12,3432.551773470423
18,5,4101230592,720,205.92,57912.18,45081.56,2757.11,25946.94,16.39,24.09,0.00,28.17,189.90,99.12,96.16,3460.4306330098752
18,5,4101230592,720,204.63,56935.35,44633.94,2731.33,25380.33,16.81,24.08,0.00,28.15,190.84,99.13,96.17,3481.140876858957
18,5,4101230592,720,208.24,58815.34,45029.72,2825.17,25209.28,16.05,24.05,0.00,28.29,190.34,99.12,95.87,3436.5543412621732
6,5,4101230592,1080,110.70,92152.40,57858.83,2398.50,22555.50,29.92,24.14,0.00,83.35,366.69,97.68,63.14,3405.565327144068
6,5,4101230592,1080,112.87,93516.93,58078.33,2462.17,17939.33,29.62,24.06,0.00,82.74,366.89,97.33,63.40,3441.018229775175
6,5,4101230592,1080,111.53,93066.72,57296.67,2416.67,16805.50,29.63,24.09,0.00,83.31,368.56,97.39,63.38,3430.3045358706327
6,5,4101230592,1080,114.54,95396.79,57593.00,2475.00,17710.50,27.93,24.11,0.00,83.54,367.71,97.37,63.28,3369.938901937758
6,5,4101230592,1080,108.53,90389.74,56734.67,2410.67,16804.50,30.60,24.08,0.00,83.78,366.53,97.26,63.10,3405.68712913467
8,5,4101230592,1080,153.07,96390.94,58159.25,2683.75,21690.00,20.32,24.19,0.00,62.89,366.51,98.38,79.14,3317.0989153558558
8,5,4101230592,1080,152.80,96516.85,58748.62,2651.00,19570.25,23.05,24.16,0.00,63.12,367.91,98.15,79.21,3515.0849631964315
8,5,4101230592,1080,152.92,95547.58,57910.62,2657.38,19991.50,21.65,24.17,0.00,62.41,369.27,98.23,79.96,3425.203786711147
8,5,4101230592,1080,149.29,94874.51,58051.00,2596.25,19973.38,22.14,24.17,0.00,63.41,366.86,98.15,79.28,3418.5255291021604
8,5,4101230592,1080,150.52,94681.31,57604.00,2675.00,18471.62,22.62,24.19,0.00,62.93,368.79,98.17,79.85,3477.4347120238735
10,5,4101230592,1080,172.66,86666.72,55173.20,2711.70,28749.10,20.31,24.12,0.00,50.23,336.46,98.61,95.22,3501.922342979821
10,5,4101230592,1080,189.81,96259.65,59950.40,2939.30,25093.40,18.30,24.17,0.00,50.67,341.04,98.70,94.98,3488.469503954026
10,5,4101230592,1080,189.28,95552.98,59183.30,2848.00,23212.70,17.82,24.20,0.00,50.50,341.77,98.66,95.28,3450.141783164868
10,5,4101230592,1080,185.49,93320.97,58913.70,2856.90,23352.80,19.42,24.14,0.00,50.31,340.81,98.64,95.32,3553.9625945244034
10,5,4101230592,1080,186.29,94156.02,59225.40,2850.60,22696.20,16.25,24.21,0.00,50.57,339.53,98.65,94.92,3290.8752551584867
12,5,4101230592,1080,387.73,102487.58,224130.75,32647.33,195796.75,2.14,23.38,0.00,49.37,322.25,91.91,93.27,1710.0677620593121
12,5,4101230592,1080,573.40,107908.58,282320.50,40319.42,251677.67,1.29,23.63,0.00,50.71,323.72,91.29,93.41,1623.256031155582
12,5,4101230592,1080,231.86,85087.19,107017.50,13192.17,88535.08,4.67,23.34,0.00,48.69,322.88,91.38,93.74,1952.3327996702164
12,5,4101230592,1080,327.04,94973.98,160312.83,24827.67,128784.08,3.03,22.91,0.00,49.72,321.54,91.69,93.67,1884.945600691416
12,5,4101230592,1080,738.72,131316.52,514059.58,102757.17,468136.92,1.02,23.14,0.00,53.31,322.41,90.48,94.81,1638.8580644582432
19,5,4101230592,720,942.02,107457.94,352704.74,40209.79,274605.79,2.79,24.03,0.00,29.14,183.36,98.34,97.56,3009.641266962071
11,5,4101222400,1080,2661.48,270462.53,1632724.64,292495.91,1537854.73,0.81,24.11,0.00,49.92,323.87,96.03,93.51,2761.8174230517507
11,5,4101222400,1080,787.79,139489.59,493577.18,69983.73,449258.55,0.98,24.14,0.00,70.93,327.35,95.55,94.44,1648.4895982358978
11,5,4101222400,1080,423.15,100087.33,202786.64,32453.09,178936.55,2.32,24.10,0.00,50.74,328.25,95.43,94.60,1870.6878256236873
36,10,13109280768,480,155.23,42870.30,114989.94,4845.11,40167.92,21.43,23.76,0.00,27.65,230.80,98.75,60.41,3425.7008514775807
36,10,13109280768,480,156.32,42857.96,113725.28,4676.17,26294.69,22.44,23.83,0.00,27.71,232.58,98.91,60.81,3515.3106232313994
36,10,13109280768,480,157.08,43146.23,114637.06,4589.75,26871.67,22.97,23.84,0.00,27.79,232.04,98.90,60.43,3567.93414108648
37,10,13109280768,480,160.51,43350.42,114772.05,4582.24,28797.46,22.22,23.86,0.00,27.08,232.20,98.83,61.94,3551.114900806603
37,10,13109280768,480,163.98,43955.79,114927.62,4575.73,22934.24,20.52,23.84,0.00,27.06,231.39,98.93,61.85,3451.7616650313043
37,10,13109280768,480,159.74,43243.08,115106.00,4662.81,23226.00,21.69,23.85,0.00,27.18,231.88,99.04,61.83,3488.307834026457
38,10,13109280768,480,164.32,42857.19,114317.55,4592.58,29796.89,21.30,23.83,0.00,26.37,232.52,98.95,63.71,3517.2542111072194
38,10,13109280768,480,163.10,42971.45,114418.84,4534.08,26303.92,21.70,23.83,0.00,26.44,232.36,99.03,63.62,3531.2386871060503
38,10,13109280768,480,159.67,41613.19,114225.42,4660.34,21974.39,21.57,23.82,0.00,26.36,231.51,98.89,63.53,3484.8631979150946
40,10,13109280768,480,173.11,43286.85,114381.10,4299.93,24704.50,20.40,23.83,0.00,25.09,231.90,99.01,66.55,3533.642014228223
40,10,13109280768,480,179.43,44730.32,114067.38,4255.80,24041.78,19.48,23.83,0.00,25.03,232.46,99.15,66.93,3515.8098288391398
40,10,13109280768,480,171.55,42806.06,114446.57,4310.60,29442.10,20.74,23.85,0.00,25.07,231.78,98.98,66.61,3548.1932133707405
41,10,13109280768,480,172.34,42123.51,114029.05,4478.20,26408.22,20.17,23.86,0.00,24.51,231.50,99.04,68.05,3496.855831592353
41,10,13109280768,480,181.69,43917.36,120199.32,4106.93,27576.83,19.78,23.84,0.00,24.39,232.32,98.85,68.39,3559.3840792999736
41,10,13109280768,480,181.11,44084.05,120748.17,4159.24,25797.32,19.77,23.83,0.00,24.42,232.27,98.88,68.21,3557.30173050984
42,10,13109280768,480,183.91,43437.96,120107.19,4183.07,27135.00,19.02,23.83,0.00,23.84,232.32,98.88,69.76,3511.8434002901604
42,10,13109280768,480,181.53,43111.79,120195.88,4112.05,22560.55,19.60,23.85,0.00,23.84,232.13,98.94,69.76,3542.9154924921354
42,10,13109280768,480,184.04,43827.87,119831.07,4130.24,29508.50,19.34,23.84,0.00,23.88,232.31,98.90,69.76,3546.3556214636346
43,10,13109280768,480,186.27,42890.48,119562.37,4077.42,24874.28,18.93,23.84,0.00,23.26,231.82,99.03,71.22,3528.9140463804524
43,10,13109280768,480,193.61,44950.82,119629.44,4053.30,25186.77,18.28,23.86,0.00,23.33,232.40,99.09,71.32,3528.844914384147
43,10,13109280768,480,193.67,44830.26,120036.35,3969.12,22619.42,18.63,23.85,0.00,23.24,232.05,98.99,71.34,3566.749720148859
44,10,13109280768,480,196.59,44596.47,120037.34,3983.14,23329.43,17.01,23.85,0.00,22.76,231.92,98.93,72.72,3435.138194823566
44,10,13109280768,480,191.75,43543.79,119061.07,3946.27,25039.86,18.32,23.86,0.00,22.81,232.13,98.92,72.77,3517.5984598947925
44,10,13109280768,480,190.85,43272.17,119846.14,4064.34,25184.11,18.49,23.85,0.00,22.73,231.80,98.92,72.75,3531.5461782987522
14,10,13109280768,720,91.94,64455.80,126102.07,4226.50,37603.43,36.89,23.80,0.00,70.29,333.35,97.12,37.48,3440.917179565174
14,10,13109280768,720,92.94,65168.75,127870.29,4299.14,37361.21,38.36,23.81,0.00,70.47,331.81,97.18,37.34,3557.8491162832465
14,10,13109280768,720,91.22,63684.01,127529.36,4239.93,39987.00,38.52,23.86,0.00,70.14,332.70,97.25,37.51,3518.434483613714
16,10,13109280768,720,104.96,64782.53,126522.75,3979.94,37987.00,33.32,23.84,0.00,61.84,333.17,97.65,42.10,3524.1044610110002
16,10,13109280768,720,102.69,62554.41,125534.31,4060.81,35233.31,33.81,23.85,0.00,61.84,331.83,97.59,41.93,3495.264694487446
16,10,13109280768,720,102.76,63257.73,125669.06,3997.56,33113.62,32.47,23.86,0.00,61.85,331.76,97.64,41.90,3426.7773765026986
18,10,13109280768,720,113.51,62185.87,124739.33,3833.50,35750.89,30.76,23.85,0.00,54.95,331.39,97.97,46.51,3509.233359262527
18,10,13109280768,720,119.01,64759.63,124412.61,3815.56,35011.89,29.85,23.87,0.00,55.11,332.63,98.07,46.68,3538.7030657960127
18,10,13109280768,720,115.17,63311.18,124762.33,3852.39,32526.06,29.10,23.87,0.00,55.11,331.76,97.96,46.58,3435.8033987618933
20,10,13109280768,720,129.49,64496.44,124178.30,3716.05,34189.75,26.93,23.90,0.00,49.87,332.68,98.35,51.24,3517.40822000943
20,10,13109280768,720,127.78,62134.62,122778.35,3644.90,34221.50,26.28,23.88,0.00,49.66,331.37,98.27,51.11,3436.288708080777
20,10,13109280768,720,128.92,64200.07,123669.30,3671.85,34756.75,26.42,23.88,0.00,49.96,332.79,98.33,51.12,3464.089752508057
22,10,13109280768,720,140.02,63570.56,122394.05,3616.95,32981.82,24.40,23.86,0.00,45.35,332.20,98.51,55.77,3461.402875439046
22,10,13109280768,720,145.10,65479.17,122496.23,3437.64,32712.18,24.39,23.89,0.00,45.27,333.28,98.57,56.02,3537.861710009789
22,10,13109280768,720,137.32,61174.00,122305.68,3533.14,32965.55,24.53,23.89,0.00,45.05,330.05,98.48,55.51,3447.551255351133
24,10,13109280768,720,153.64,63524.83,121650.71,3379.08,36294.12,23.16,23.89,0.00,41.48,331.43,98.68,60.29,3550.0899262060116
24,10,13109280768,720,153.88,63843.43,121574.54,3377.62,35921.96,22.47,23.90,0.00,41.57,332.83,98.68,60.55,3501.5454610652746
24,10,13109280768,720,152.24,63358.74,121703.12,3426.58,34194.00,23.34,23.90,0.00,41.70,332.75,98.64,60.46,3544.5916984950945
25,10,13109280768,720,155.83,61779.34,121035.72,3386.00,35661.12,22.35,23.89,0.00,39.92,330.95,98.76,62.42,3498.711797217225
25,10,13109280768,720,159.85,63148.17,121054.72,3378.84,35846.84,22.31,23.92,0.00,39.96,333.01,98.77,62.89,3556.7166492967167
25,10,13109280768,720,160.67,64160.96,120746.04,3392.56,32042.72,21.65,23.91,0.00,40.06,330.94,98.76,62.42,3503.7575205719086
26,10,13109280768,720,171.23,65920.05,120666.88,3347.04,34053.19,20.80,23.95,0.00,38.58,333.00,99.00,65.09,3546.0161429293944
26,10,13109280768,720,161.89,62115.57,120372.27,3206.81,32831.54,21.22,23.92,0.00,38.46,330.93,99.01,64.83,3481.164826706411
26,10,13109280768,720,162.26,62154.84,120522.85,3274.15,34410.85,20.82,23.91,0.00,38.41,330.41,98.81,64.63,3458.9337918643496
27,10,13109280768,720,171.91,63661.14,120147.41,3251.48,33007.52,20.60,23.93,0.00,37.08,332.12,98.98,67.35,3532.310831330991
27,10,13109280768,720,168.25,61363.87,119726.89,3258.15,33616.26,20.69,23.93,0.00,37.04,331.17,98.94,66.98,3503.0898323513006
27,10,13109280768,720,170.95,63374.21,116488.44,3195.59,31257.93,19.87,23.90,0.00,37.11,332.02,98.98,67.29,3457.878240945504
16,10,13109280768,1080,160.17,101050.69,131290.56,3079.25,31903.44,21.30,23.99,0.00,63.19,587.74,98.62,72.47,3471.2457072244983
16,10,13109280768,1080,160.34,101215.46,127301.50,3112.69,30724.25,21.18,24.00,0.00,63.19,587.39,98.66,73.26,3466.6609923148094
16,10,13109280768,1080,155.95,99305.42,121912.94,3180.94,30420.50,21.40,24.05,0.00,63.73,586.02,98.66,72.87,3423.494625377311
17,10,13109280768,1080,164.06,96968.19,120718.71,3136.35,20018.24,20.75,24.04,0.00,59.61,587.44,98.76,76.90,3465.499019490649
17,10,13109280768,1080,163.76,97688.90,121300.18,3143.59,26503.12,20.87,24.01,0.00,59.68,587.56,98.71,76.91,3473.366472805432
17,10,13109280768,1080,164.65,98951.05,121712.18,3139.88,26275.18,20.29,23.99,0.00,60.13,586.27,98.74,76.37,3434.0379751978044
18,10,13109280768,1080,171.72,96502.42,119656.72,3163.22,26534.78,19.92,23.99,0.00,56.69,586.03,98.86,80.95,3472.4078327379893
18,10,13109280768,1080,171.70,96844.51,120010.28,3116.56,26074.56,19.84,24.03,0.00,56.82,587.08,98.87,80.66,3451.595299192411
18,10,13109280768,1080,168.48,95332.32,119696.06,3097.06,21740.22,19.75,24.02,0.00,56.80,585.89,98.85,80.66,3425.0772629314
19,10,13109280768,1080,183.50,97931.78,119726.11,3107.32,32257.95,18.35,24.05,0.00,53.44,586.88,98.96,84.94,3453.414719244876
19,10,13109280768,1080,180.39,96265.97,119518.26,3110.84,25633.00,18.78,24.04,0.00,53.46,586.75,98.90,85.12,3454.358620893008
19,10,13109280768,1080,177.81,95280.21,119904.53,3082.16,27261.47,19.16,24.03,0.00,53.60,585.66,98.93,84.95,3465.2015189552117
20,10,13109280768,1080,191.16,97722.88,120328.05,3120.05,28767.45,17.57,24.03,0.00,51.21,587.14,99.00,88.91,3444.973136575382
20,10,13109280768,1080,188.31,96281.97,119761.90,3091.90,28732.95,17.77,24.03,0.00,51.25,585.43,98.99,88.97,3441.877589305618
20,10,13109280768,1080,187.97,95116.98,119135.40,3095.85,28818.20,18.02,24.04,0.00,50.73,585.52,98.97,89.42,3455.6001904544623
21,10,13109280768,1080,204.89,99224.54,120894.57,3083.48,25120.19,16.10,24.05,0.00,48.72,579.42,99.06,93.13,3408.002788168063
21,10,13109280768,1080,198.25,96455.42,119232.71,3112.76,37458.33,17.03,24.02,0.00,48.74,583.47,99.02,92.88,3442.262806384111
21,10,13109280768,1080,203.50,98596.89,119138.10,3078.10,32638.48,16.24,24.05,0.00,48.52,583.72,99.08,93.41,3422.7707865578714
22,10,13109280768,1080,215.14,100025.83,120994.32,3207.95,35176.91,16.10,24.03,0.00,46.59,553.98,99.11,96.99,3481.000574335601
22,10,13109280768,1080,216.43,100251.17,121575.36,3132.86,36734.77,15.85,24.07,0.00,46.42,555.95,99.11,97.15,3488.814076499293
22,10,13109280768,1080,214.92,99368.34,120452.32,3138.59,37213.09,15.09,24.04,0.00,46.28,554.16,99.13,97.09,3388.624186999739
23,10,13109280768,1080,203.38,93893.88,124688.91,2908.04,38703.43,15.14,23.78,0.00,46.31,547.72,98.16,96.87,3298.9142751357613
23,10,13109280768,1080,212.17,96693.97,125750.87,3019.13,40263.39,13.45,23.79,0.00,46.02,547.31,98.04,96.76,3184.0899295120407
23,10,13109280768,1080,209.69,96568.04,125530.91,3010.91,41021.78,14.11,23.79,0.00,46.18,544.62,98.00,96.52,3239.1415361558984
24,10,13109280768,1080,198.01,91634.56,120496.75,2854.08,41315.62,13.32,23.50,0.00,45.85,540.66,96.62,95.56,3055.4513706734724
24,10,13109280768,1080,194.73,88871.01,118858.50,2791.62,42244.92,13.86,23.44,0.00,45.46,542.89,96.52,96.58,3095.675323951589
24,10,13109280768,1080,202.95,92799.89,120843.88,2892.71,41214.29,13.58,23.61,0.00,45.98,544.06,96.87,96.31,3123.8478527325974
36,10,13109280768,480,152.79,42225.67,115123.53,4855.22,29243.94,22.72,23.80,0.00,27.71,230.52,98.91,61.97,3501.4166211154434
36,10,13109280768,480,155.92,43185.99,114416.50,4720.31,24439.97,22.48,23.83,0.00,27.78,231.18,98.91,61.77,3517.616825944166
36,10,13109280768,480,155.04,42766.28,114405.69,4688.78,25106.25,22.10,23.81,0.00,27.70,231.22,98.86,61.72,3480.460143206792
37,10,13109280768,480,158.35,42297.85,114466.49,4714.92,26579.68,22.29,23.85,0.00,26.98,231.08,99.01,63.18,3529.9505352577658
37,10,13109280768,480,162.45,43542.34,121696.08,4547.84,25670.65,21.37,23.84,0.00,26.89,230.91,98.59,63.08,3505.0205505232816
37,10,13109280768,480,164.29,44024.23,121539.68,4497.84,30324.49,21.16,23.83,0.00,26.89,231.28,98.63,63.22,3508.4722730629774
38,10,13109280768,480,165.39,42574.34,120952.87,4364.84,21045.89,21.16,23.85,0.00,26.27,230.93,98.65,64.46,3517.8061315897708
38,10,13109280768,480,165.41,43180.28,122044.21,4468.18,23984.11,21.36,23.82,0.00,26.16,230.79,98.67,64.58,3529.5210920657714
38,10,13109280768,480,166.50,43491.90,121478.97,4460.00,23452.11,21.05,23.84,0.00,26.21,230.75,98.70,64.53,3522.1593030195354
40,10,13109280768,480,174.66,43185.03,120798.48,4297.20,27703.95,20.00,23.84,0.00,25.02,231.15,98.73,67.56,3515.672818946789
40,10,13109280768,480,174.50,43351.98,120847.10,4371.52,24922.00,20.04,23.85,0.00,24.96,230.69,98.76,67.48,3511.5948764368522
40,10,13109280768,480,174.93,43461.15,121210.85,4334.20,25271.92,20.33,23.84,0.00,24.94,230.95,98.78,67.59,3540.785416438864
41,10,13109280768,480,179.78,43611.06,120444.90,4159.90,23409.12,19.77,23.84,0.00,24.33,231.12,98.93,69.21,3545.0047017200923
41,10,13109280768,480,178.22,43214.87,120168.76,4192.34,23620.56,19.31,23.84,0.00,24.45,231.00,98.85,68.97,3484.0856603073034
41,10,13109280768,480,177.36,43138.36,120297.44,4187.80,22428.15,19.70,23.84,0.00,24.42,230.89,98.92,68.97,3512.7097595893947
42,10,13109280768,480,183.86,43606.49,119645.50,4048.62,25968.14,19.06,23.84,0.00,23.81,231.01,98.88,70.53,3514.647291754439
42,10,13109280768,480,183.83,43450.76,120049.17,4097.12,27748.57,19.19,23.87,0.00,23.73,231.21,98.88,70.84,3521.7696296167705
42,10,13109280768,480,183.15,43550.78,119940.05,4102.02,24192.90,19.21,23.85,0.00,23.86,230.85,98.85,70.54,3532.9915750311893
43,10,13109280768,480,186.91,43394.41,119973.07,4141.35,28280.81,18.91,23.84,0.00,23.27,230.88,98.92,72.16,3532.1032495383474
43,10,13109280768,480,186.51,43324.74,119085.16,4093.93,25771.44,18.35,23.85,0.00,23.33,231.03,98.96,72.11,3479.8120551115926
43,10,13109280768,480,186.32,43193.14,119405.84,4111.33,24716.21,18.86,23.87,0.00,23.25,231.08,98.87,72.18,3518.2426835838273
44,10,13109280768,480,190.37,43089.42,119669.52,4031.09,28596.00,18.48,23.83,0.00,22.71,230.91,98.92,73.74,3532.796464300281
44,10,13109280768,480,191.54,43391.45,119385.14,4047.91,24111.48,18.48,23.83,0.00,22.74,230.95,98.89,73.81,3532.3881200141436
44,10,13109280768,480,192.24,43683.69,119444.34,4031.59,27008.84,17.99,23.87,0.00,22.80,230.99,98.95,73.71,3496.361911087067
